frase,polaridad
"desastroso este peticiones, es dificultades",0
"indigna este reclamos, es desagrada",0
"odio este reclamos, es dificultades",0
"horroroso este peticiones, es insatisfecho",0
"horrible este reclamos, es grosero",0
"horrible este reclamos, es dificultades",0
"gustaria este peticiones, es rapido",1
"malo este reclamos, es ignorado",0
" encanta este preguntas, es estupendo",1
"agrada este quejas, es estupendo",1
"indigna este quejas, es decepcion",0
"agradaria este preguntas, es genial",1
"gusta este quejas, es maravilla",1
" fascina este peticiones, es favor",1
"fascinaria este peticiones, es estupendo",1
" complace este reclamos, es eficiente",1
"disgustaria este quejas, es descontento",0
"disgusta este quejas, es lamentable",0
"desastroso este peticiones, es problemas",0
"terrible este preguntas, es malo",0
"odio este peticiones, es decepcion",0
"disgusta este preguntas, es poco",0
"malo este peticiones, es incompleto",0
"indigna este preguntas, es fallos",0
" satisface este peticiones, es favor",1
"desastroso este quejas, es terrible",0
"agradaria este reclamos, es maravilloso",1
"horrible este reclamos, es despreciable",0
"horrible este reclamos, es desagrada",0
"desastroso este preguntas, es ineficiente",0
"fascinaria este reclamos, es maravilloso",1
" fascina este quejas, es asombroso",1
"gusta este quejas, es estupendo",1
"fascinaria este reclamos, es fantastico",1
" complace este peticiones, es excelente",1
"horrible este peticiones, es grosero",0
"terrible este reclamos, es horrible",0
"malo este quejas, es poco",0
"gusta este reclamos, es maravilloso",1
" fascina este preguntas, es maravilla",1
"indigna este reclamos, es insatisfecho",0
"horroroso este preguntas, es despreciable",0
"malo este quejas, es fallos",0
"horroroso este quejas, es horrible",0
"horrible este reclamos, es incompleto",0
"fascinaria este peticiones, es maravilloso",1
" fascina este peticiones, es asombroso",1
" fascina este preguntas, es rapido",1
"indigna este quejas, es despreciable",0
" fascina este peticiones, es genial",1
" sirve este peticiones, es bueno",1
" cautiva este reclamos, es agradable",1
"indigna este preguntas, es ineficiente",0
"gusta este reclamos, es satisfecho",1
"agradaria este peticiones, es favor",1
"malo este reclamos, es descontento",0
"fascinaria este preguntas, es favor",1
"disgustaria este quejas, es poco",0
"agradaria este preguntas, es satisfecho",1
"indigna este preguntas, es grosero",0
" cautiva este reclamos, es satisfecho",1
"fascinaria este preguntas, es eficiente",1
"disgustaria este reclamos, es ineficiente",0
" satisface este preguntas, es maravilla",1
" cautiva este reclamos, es contento",1
" satisface este preguntas, es favor",1
"desastroso este quejas, es insatisfecho",0
"disgustaria este reclamos, es descontento",0
" fascina este quejas, es asombroso",1
"agrada este quejas, es eficiente",1
"fascinaria este peticiones, es rapido",1
"molesto este reclamos, es terrible",0
" encanta este quejas, es agradable",1
"molesto este quejas, es dificultades",0
"indigna este peticiones, es ignorado",0
" cautiva este reclamos, es asombroso",1
"disgustaria este reclamos, es malo",0
" fascina este preguntas, es favor",1
" encanta este reclamos, es bueno",1
"horrible este reclamos, es dificultades",0
"horrible este preguntas, es insatisfecho",0
" fascina este reclamos, es contento",1
"disgusta este reclamos, es despreciable",0
" cautiva este peticiones, es asombroso",1
"agrada este preguntas, es contento",1
"disgusta este reclamos, es frustante",0
"desastroso este peticiones, es lamentable",0
"agrada este preguntas, es contento",1
"desastroso este reclamos, es incompleto",0
" satisface este peticiones, es favor",1
"encantaria este peticiones, es excelente",1
"agrada este preguntas, es rapido",1
"disgustaria este reclamos, es lamentable",0
"disgustaria este peticiones, es ignorado",0
"desastroso este preguntas, es desagrada",0
" fascina este preguntas, es fantastico",1
"encantaria este reclamos, es satisfecho",1
"malo este reclamos, es frustante",0
" satisface este quejas, es satisfecho",1
"gustaria este quejas, es excelente",1
"indigna este peticiones, es malo",0
"odio este preguntas, es frustante",0
"odio este preguntas, es lamentable",0
"desastroso este peticiones, es grosero",0
" cautiva este peticiones, es genial",1
"disgustaria este reclamos, es lamentable",0
"horrible este reclamos, es descontento",0
"disgustaria este reclamos, es poco",0
"agrada este peticiones, es increible",1
"desastroso este peticiones, es insatisfecho",0
"desastroso este quejas, es problemas",0
"fascinaria este preguntas, es agradable",1
"molesto este reclamos, es decepcion",0
" sirve este quejas, es contento",1
"fascinaria este quejas, es increible",1
"fascinaria este preguntas, es increible",1
" cautiva este preguntas, es maravilloso",1
"encantaria este preguntas, es excelente",1
"fascinaria este reclamos, es agradable",1
" sirve este quejas, es maravilla",1
"agradaria este preguntas, es eficiente",1
"gusta este reclamos, es satisfecho",1
"agradaria este preguntas, es increible",1
"desastroso este quejas, es desagrada",0
" satisface este preguntas, es satisfecho",1
"molesto este reclamos, es incompleto",0
" fascina este preguntas, es genial",1
"fascinaria este reclamos, es fantastico",1
" satisface este peticiones, es agradable",1
"molesto este peticiones, es decepcion",0
"odio este quejas, es decepcion",0
"odio este preguntas, es frustante",0
" satisface este peticiones, es eficiente",1
"desastroso este peticiones, es grosero",0
"horrible este peticiones, es incompleto",0
"desastroso este quejas, es poco",0
"molesto este quejas, es terrible",0
" cautiva este peticiones, es eficiente",1
"indigna este preguntas, es incompleto",0
"gusta este peticiones, es agradable",1
"horroroso este peticiones, es decepcion",0
"odio este reclamos, es ineficiente",0
"malo este quejas, es ineficiente",0
" complace este quejas, es increible",1
" cautiva este quejas, es agradable",1
" cautiva este preguntas, es contento",1
"agradaria este reclamos, es satisfecho",1
" encanta este reclamos, es maravilloso",1
"terrible este preguntas, es desagrada",0
"indigna este reclamos, es insatisfecho",0
"disgustaria este reclamos, es dificultades",0
"disgustaria este peticiones, es lamentable",0
"gustaria este preguntas, es genial",1
"molesto este reclamos, es decepcion",0
"encantaria este peticiones, es satisfecho",1
"agradaria este quejas, es maravilla",1
" satisface este reclamos, es satisfecho",1
"disgustaria este preguntas, es incompleto",0
" encanta este quejas, es estupendo",1
"horrible este quejas, es terrible",0
"fascinaria este quejas, es increible",1
"disgustaria este preguntas, es lamentable",0
"terrible este preguntas, es lamentable",0
"molesto este quejas, es fallos",0
"desastroso este peticiones, es frustante",0
"molesto este quejas, es ineficiente",0
"horrible este quejas, es insatisfecho",0
"disgusta este reclamos, es malo",0
"horroroso este peticiones, es frustante",0
"disgustaria este peticiones, es poco",0
"terrible este reclamos, es problemas",0
"horrible este preguntas, es desagrada",0
" complace este peticiones, es favor",1
"odio este preguntas, es problemas",0
"horrible este preguntas, es dificultades",0
"odio este reclamos, es grosero",0
" fascina este reclamos, es bueno",1
"disgustaria este quejas, es lamentable",0
" sirve este peticiones, es asombroso",1
"disgusta este reclamos, es malo",0
" satisface este reclamos, es increible",1
"agrada este reclamos, es favor",1
" satisface este preguntas, es genial",1
"gusta este reclamos, es gracias",1
"horrible este peticiones, es dificultades",0
" complace este preguntas, es asombroso",1
" encanta este reclamos, es favor",1
"malo este quejas, es grosero",0
"gustaria este reclamos, es bueno",1
"disgusta este peticiones, es frustante",0
" fascina este preguntas, es increible",1
"odio este peticiones, es horrible",0
"gusta este peticiones, es excelente",1
"horrible este peticiones, es grosero",0
"disgusta este preguntas, es dificultades",0
"horrible este quejas, es descontento",0
" fascina este peticiones, es satisfecho",1
"molesto este reclamos, es incompleto",0
"fascinaria este reclamos, es favor",1
"odio este quejas, es descontento",0
"horrible este reclamos, es incompleto",0
"molesto este preguntas, es horrible",0
"disgustaria este reclamos, es despreciable",0
"disgusta este reclamos, es grosero",0
"molesto este reclamos, es lamentable",0
"fascinaria este preguntas, es maravilloso",1
" sirve este quejas, es increible",1
"terrible este peticiones, es desagrada",0
" satisface este peticiones, es maravilla",1
"horroroso este reclamos, es grosero",0
" complace este peticiones, es contento",1
"indigna este reclamos, es despreciable",0
" satisface este peticiones, es maravilla",1
"terrible este preguntas, es despreciable",0
"odio este quejas, es ignorado",0
" complace este quejas, es excelente",1
"terrible este quejas, es incompleto",0
"horrible este preguntas, es terrible",0
"desastroso este peticiones, es ignorado",0
"horrible este quejas, es horrible",0
"gusta este preguntas, es bueno",1
"desastroso este peticiones, es grosero",0
"desastroso este quejas, es incompleto",0
"desastroso este reclamos, es descontento",0
"molesto este preguntas, es descontento",0
"molesto este quejas, es descontento",0
"malo este preguntas, es dificultades",0
"agrada este peticiones, es maravilloso",1
" fascina este peticiones, es agradable",1
"horrible este peticiones, es insatisfecho",0
"horrible este quejas, es despreciable",0
" encanta este preguntas, es estupendo",1
" cautiva este quejas, es rapido",1
" satisface este reclamos, es satisfecho",1
"disgustaria este quejas, es problemas",0
"odio este peticiones, es dificultades",0
" encanta este quejas, es fantastico",1
"fascinaria este preguntas, es contento",1
" satisface este preguntas, es asombroso",1
"gustaria este preguntas, es favor",1
"terrible este reclamos, es insatisfecho",0
"indigna este quejas, es descontento",0
"molesto este reclamos, es fallos",0
"horroroso este reclamos, es descontento",0
"disgusta este peticiones, es descontento",0
"desastroso este preguntas, es insatisfecho",0
"encantaria este reclamos, es estupendo",1
"fascinaria este reclamos, es asombroso",1
"terrible este preguntas, es grosero",0
"encantaria este preguntas, es estupendo",1
"gusta este quejas, es excelente",1
"disgustaria este quejas, es ineficiente",0
"molesto este reclamos, es ineficiente",0
"indigna este preguntas, es frustante",0
"gusta este reclamos, es genial",1
" encanta este peticiones, es gracias",1
"agrada este preguntas, es maravilloso",1
" fascina este peticiones, es excelente",1
"agradaria este peticiones, es eficiente",1
"gusta este quejas, es gracias",1
"fascinaria este preguntas, es maravilla",1
"horrible este peticiones, es frustante",0
"malo este peticiones, es desagrada",0
"agradaria este peticiones, es eficiente",1
" satisface este quejas, es bueno",1
"agradaria este preguntas, es fantastico",1
"gusta este reclamos, es agradable",1
" cautiva este reclamos, es agradable",1
"agradaria este quejas, es increible",1
"malo este preguntas, es desagrada",0
"gustaria este reclamos, es maravilloso",1
"gusta este preguntas, es bueno",1
"desastroso este quejas, es incompleto",0
"agradaria este preguntas, es agradable",1
"terrible este peticiones, es dificultades",0
"encantaria este quejas, es satisfecho",1
"disgusta este peticiones, es terrible",0
" fascina este peticiones, es favor",1
"gustaria este preguntas, es fantastico",1
"gusta este reclamos, es genial",1
"encantaria este reclamos, es gracias",1
" satisface este reclamos, es maravilloso",1
"gusta este peticiones, es rapido",1
" complace este peticiones, es fantastico",1
"malo este quejas, es horrible",0
"agrada este peticiones, es maravilla",1
"agrada este quejas, es bueno",1
"indigna este peticiones, es desagrada",0
"odio este peticiones, es horrible",0
"disgusta este quejas, es terrible",0
"encantaria este reclamos, es agradable",1
"odio este reclamos, es descontento",0
"gusta este preguntas, es fantastico",1
" cautiva este preguntas, es estupendo",1
"terrible este preguntas, es decepcion",0
"horrible este reclamos, es despreciable",0
" satisface este reclamos, es maravilla",1
"horroroso este preguntas, es insatisfecho",0
" fascina este quejas, es bueno",1
"malo este preguntas, es decepcion",0
"agrada este quejas, es rapido",1
" fascina este preguntas, es gracias",1
"disgusta este peticiones, es frustante",0
"odio este peticiones, es incompleto",0
"agrada este quejas, es satisfecho",1
"odio este preguntas, es incompleto",0
" fascina este peticiones, es rapido",1
"indigna este preguntas, es problemas",0
"disgusta este preguntas, es desagrada",0
